id,timestamp,camera_id,track_id,lane_id,total_dwell_sec,equipment_type
2730,2026-04-12 12:38:45.608539+02,SIM_WS_normal_day,182,1,732.64581,none
2731,2026-04-12 12:39:02.597443+02,SIM_WS_normal_day,146,2,2008.181516,none
2732,2026-04-12 12:40:20.675689+02,SIM_WS_normal_day,181,3,833.086177,none
2733,2026-04-12 12:40:31.390101+02,SIM_WS_normal_day,145,0,2194.226152,none
2734,2026-04-12 12:40:32.843529+02,SIM_WS_normal_day,164,1,1591.228622,none
2735,2026-04-12 12:41:52.769911+02,SIM_WS_normal_day,131,2,2701.744481,none
2736,2026-04-12 12:42:10.847841+02,SIM_WS_normal_day,173,0,1316.118102,none
2737,2026-04-12 12:42:12.434416+02,SIM_WS_normal_day,179,3,1033.135338,none
2738,2026-04-12 12:42:18.246134+02,SIM_WS_normal_day,177,1,1105.803861,none
2739,2026-04-12 12:43:30.597408+02,SIM_WS_normal_day,176,2,1189.76068,none
2740,2026-04-12 12:44:16.716862+02,SIM_WS_normal_day,154,1,2015.940464,none
2741,2026-04-12 12:44:43.301139+02,SIM_WS_normal_day,141,3,2582.737083,none
2742,2026-04-12 12:45:06.180938+02,SIM_WS_normal_day,137,0,2699.248766,none
2743,2026-04-12 12:45:50.631139+02,SIM_WS_normal_day,170,1,1749.145023,none
2744,2026-04-12 12:46:11.165283+02,SIM_WS_normal_day,184,2,985.769727,none
2745,2026-04-12 12:46:54.558773+02,SIM_WS_normal_day,190,3,735.885725,none
2746,2026-04-12 12:47:05.510531+02,SIM_WS_normal_day,180,0,1319.414325,none
2747,2026-04-12 12:47:32.47989+02,SIM_WS_normal_day,200,1,603.468191,none
2748,2026-04-12 12:49:11.479119+02,SIM_WS_normal_day,204,2,599.028882,none
2749,2026-04-12 12:49:20.389065+02,SIM_WS_normal_day,192,3,853.823754,none
2170,2026-04-12 03:01:53.278831+02,SIM_WS_normal_day,1,0,1808.318775,none
2171,2026-04-12 03:06:32.249138+02,SIM_WS_normal_day,2,0,1006.389503,none
2750,2026-04-12 12:49:27.610732+02,SIM_WS_normal_day,194,1,829.221366,none
2751,2026-04-12 12:49:56.564506+02,SIM_WS_normal_day,168,0,2062.437161,none
2752,2026-04-12 12:51:19.050808+02,SIM_WS_normal_day,207,3,696.038378,none
2753,2026-04-12 12:51:47.429553+02,SIM_WS_normal_day,156,2,2443.550066,none
2754,2026-04-12 12:51:48.39025+02,SIM_WS_normal_day,191,0,1022.091963,none
2755,2026-04-12 12:52:02.403571+02,SIM_WS_normal_day,175,1,1772.04233,none
2756,2026-04-12 12:53:31.998348+02,SIM_WS_normal_day,197,2,1038.674948,none
2757,2026-04-12 12:53:36.655158+02,SIM_WS_normal_day,195,0,1070.434459,none
2758,2026-04-12 12:54:14.807891+02,SIM_WS_normal_day,174,3,1948.269288,none
2759,2026-04-12 12:54:41.435496+02,SIM_WS_normal_day,171,1,2215.766378,none
2760,2026-04-12 12:55:20.925287+02,SIM_WS_normal_day,208,0,931.139655,none
2761,2026-04-12 12:55:25.759469+02,SIM_WS_normal_day,196,2,1160.860025,none
2762,2026-04-12 12:56:18.924965+02,SIM_WS_normal_day,201,1,1062.172057,none
2763,2026-04-12 12:57:01.928384+02,SIM_WS_normal_day,193,2,1300.60611,none
2764,2026-04-12 12:57:07.796428+02,SIM_WS_normal_day,205,0,1063.639838,none
2765,2026-04-12 12:57:44.167019+02,SIM_WS_normal_day,185,3,1668.67318,none
2766,2026-04-12 12:57:59.986442+02,SIM_WS_normal_day,199,1,1290.201679,none
2767,2026-04-12 12:58:36.522274+02,SIM_WS_normal_day,186,2,1645.178951,none
2768,2026-04-12 12:58:39.952422+02,SIM_WS_normal_day,203,0,1180.32461,none
2769,2026-04-12 12:59:57.329109+02,SIM_WS_normal_day,216,3,664.813352,none
2770,2026-04-12 12:59:59.809805+02,SIM_WS_normal_day,210,1,1102.083437,none
2771,2026-04-12 13:00:10.973203+02,SIM_WS_normal_day,188,2,1666.769452,none
2772,2026-04-12 13:00:29.273909+02,SIM_WS_normal_day,214,0,789.406076,none
2773,2026-04-12 13:01:30.449409+02,SIM_WS_normal_day,198,1,1507.868179,none
2774,2026-04-12 13:02:12.908519+02,SIM_WS_normal_day,209,0,1334.314164,none
2775,2026-04-12 13:03:01.059261+02,SIM_WS_normal_day,189,2,1828.762438,none
2776,2026-04-12 13:04:00.773897+02,SIM_WS_normal_day,183,3,2151.363931,none
2777,2026-04-12 13:04:34.157113+02,SIM_WS_normal_day,215,0,953.245783,none
2778,2026-04-12 13:06:45.191865+02,SIM_WS_normal_day,224,0,753.041283,none
2779,2026-04-12 13:07:09.398885+02,SIM_WS_normal_day,219,1,929.933371,none
2780,2026-04-12 13:07:13.312331+02,SIM_WS_normal_day,226,2,762.821742,none
2781,2026-04-12 13:07:18.491003+02,SIM_WS_normal_day,202,3,1715.044003,none
2782,2026-04-12 13:08:41.23138+02,SIM_WS_normal_day,231,0,718.655452,none
2783,2026-04-12 13:08:52.242317+02,SIM_WS_normal_day,206,1,1756.329944,none
2784,2026-04-12 13:09:05.774503+02,SIM_WS_normal_day,237,2,483.181509,none
2785,2026-04-12 13:10:13.705968+02,SIM_WS_normal_day,221,3,998.960533,none
2786,2026-04-12 13:10:24.992301+02,SIM_WS_normal_day,227,0,863.105888,none
2787,2026-04-12 13:10:34.834486+02,SIM_WS_normal_day,242,1,484.107426,none
2788,2026-04-12 13:10:46.256387+02,SIM_WS_normal_day,218,2,1248.761406,none
2789,2026-04-12 13:12:08.035158+02,SIM_WS_normal_day,229,3,941.012499,none
2790,2026-04-12 13:12:15.575608+02,SIM_WS_normal_day,232,0,919.318077,none
2791,2026-04-12 13:13:14.762423+02,SIM_WS_normal_day,211,1,1805.220418,none
2792,2026-04-12 13:13:17.934429+02,SIM_WS_normal_day,233,2,967.32126,none
2793,2026-04-12 13:14:53.513788+02,SIM_WS_normal_day,213,0,1729.129487,none
2794,2026-04-12 13:14:55.548946+02,SIM_WS_normal_day,228,3,1124.387086,none
2795,2026-04-12 13:15:05.370773+02,SIM_WS_normal_day,223,1,1265.191439,none
2796,2026-04-12 13:16:31.947747+02,SIM_WS_normal_day,187,2,2715.240501,none
2797,2026-04-12 13:16:34.223277+02,SIM_WS_normal_day,225,0,1332.607092,none
2798,2026-04-12 13:16:35.793135+02,SIM_WS_normal_day,236,3,1028.83643,none
2799,2026-04-12 13:17:05.154376+02,SIM_WS_normal_day,222,1,1397.684378,none
2800,2026-04-12 13:18:09.67839+02,SIM_WS_normal_day,249,3,606.379495,none
2801,2026-04-12 13:18:21.424719+02,SIM_WS_normal_day,248,2,628.046742,none
2802,2026-04-12 13:18:25.820385+02,SIM_WS_normal_day,239,0,987.219265,none
2803,2026-04-12 13:18:37.280702+02,SIM_WS_normal_day,230,1,1322.752675,none
2804,2026-04-12 13:20:11.642138+02,SIM_WS_normal_day,241,0,1066.848348,none
2805,2026-04-12 13:20:16.932998+02,SIM_WS_normal_day,244,2,934.458231,none
2806,2026-04-12 13:20:23.475641+02,SIM_WS_normal_day,246,1,863.226075,none
2807,2026-04-12 13:21:16.406197+02,SIM_WS_normal_day,243,3,1048.605375,none
2808,2026-04-12 13:22:27.413465+02,SIM_WS_normal_day,247,0,891.148456,none
2809,2026-04-12 13:22:54.305415+02,SIM_WS_normal_day,250,1,883.703358,none
2810,2026-04-12 13:23:27.545198+02,SIM_WS_normal_day,251,2,904.808341,none
2811,2026-04-12 13:24:17.399821+02,SIM_WS_normal_day,234,0,1549.616848,none
2812,2026-04-12 13:24:31.149076+02,SIM_WS_normal_day,217,3,2125.971597,none
2813,2026-04-12 13:24:46.192431+02,SIM_WS_normal_day,240,1,1360.388109,none
2814,2026-04-12 13:25:25.540425+02,SIM_WS_normal_day,238,2,1414.396216,none
2172,2026-04-12 02:49:09.935727+02,SIM_WS_normal_day,1,0,918.153107,none
2173,2026-04-12 02:50:22.903714+02,SIM_WS_normal_day,2,1,521.013343,none
2815,2026-04-12 13:26:04.998482+02,SIM_WS_normal_day,256,0,836.202467,none
2816,2026-04-12 13:26:18.442743+02,SIM_WS_normal_day,220,3,2066.120446,none
2817,2026-04-12 13:26:22.680215+02,SIM_WS_normal_day,260,1,654.270571,none
2818,2026-04-12 13:28:00.65492+02,SIM_WS_normal_day,258,0,802.486649,none
2819,2026-04-12 13:28:34.422412+02,SIM_WS_normal_day,212,2,2640.236378,none
2820,2026-04-12 13:29:12.937217+02,SIM_WS_normal_day,259,1,864.98432,none
2821,2026-04-12 13:30:02.936982+02,SIM_WS_normal_day,263,3,787.082929,none
2822,2026-04-12 13:30:38.893639+02,SIM_WS_normal_day,255,2,1118.247422,none
2823,2026-04-12 13:30:45.226148+02,SIM_WS_normal_day,235,0,1929.854088,none
2824,2026-04-12 13:33:33.536764+02,SIM_WS_normal_day,271,0,811.719726,none
2825,2026-04-12 13:33:42.942515+02,SIM_WS_normal_day,274,1,698.21557,none
2826,2026-04-12 13:33:49.868263+02,SIM_WS_normal_day,277,2,658.992478,none
2827,2026-04-12 13:33:59.063459+02,SIM_WS_normal_day,266,3,972.971699,none
2828,2026-04-12 13:35:28.156577+02,SIM_WS_normal_day,254,0,1415.585655,none
2829,2026-04-12 13:35:39.891854+02,SIM_WS_normal_day,265,1,1089.227937,none
2830,2026-04-12 13:35:48.13521+02,SIM_WS_normal_day,262,2,1141.466837,none
2831,2026-04-12 13:36:32.10676+02,SIM_WS_normal_day,273,3,878.308788,none
2832,2026-04-12 13:36:58.444202+02,SIM_WS_normal_day,264,0,1191.957324,none
2833,2026-04-12 13:37:27.661042+02,SIM_WS_normal_day,275,1,915.377764,none
2834,2026-04-12 13:37:49.727209+02,SIM_WS_normal_day,278,2,887.523117,none
2835,2026-04-12 13:38:42.738315+02,SIM_WS_normal_day,261,0,1325.42496,none
2836,2026-04-12 13:39:38.507062+02,SIM_WS_normal_day,280,1,941.109997,none
2837,2026-04-12 13:39:49.682317+02,SIM_WS_normal_day,287,2,585.179493,none
2838,2026-04-12 13:40:45.108573+02,SIM_WS_normal_day,282,0,916.315225,none
2839,2026-04-12 13:42:01.290502+02,SIM_WS_normal_day,288,2,708.005107,none
2840,2026-04-12 13:42:13.515442+02,SIM_WS_normal_day,269,3,1429.017999,none
2841,2026-04-12 13:42:34.692541+02,SIM_WS_normal_day,245,1,2266.917768,none
2842,2026-04-12 13:42:42.911166+02,SIM_WS_normal_day,268,0,1469.325875,none
2843,2026-04-12 13:44:29.913272+02,SIM_WS_normal_day,276,2,1318.610502,none
2844,2026-04-12 13:44:34.070622+02,SIM_WS_normal_day,267,1,1595.301796,none
2845,2026-04-12 13:45:35.127957+02,SIM_WS_normal_day,253,0,2114.764758,none
2846,2026-04-12 13:46:05.437044+02,SIM_WS_normal_day,257,3,2021.329581,none
2847,2026-04-12 13:46:06.791526+02,SIM_WS_normal_day,279,2,1370.731771,none
2848,2026-04-12 13:46:24.504878+02,SIM_WS_normal_day,283,1,1239.939205,none
2849,2026-04-12 13:47:22.876445+02,SIM_WS_normal_day,284,0,1248.504933,none
2850,2026-04-12 13:48:02.99891+02,SIM_WS_normal_day,286,1,1091.955474,none
2851,2026-04-12 13:49:00.640686+02,SIM_WS_normal_day,290,0,1046.044415,none
2852,2026-04-12 13:49:18.48339+02,SIM_WS_normal_day,281,2,1506.218616,none
2853,2026-04-12 13:50:24.763632+02,SIM_WS_normal_day,252,3,2455.323327,none
2854,2026-04-12 13:50:56.547094+02,SIM_WS_normal_day,289,0,1176.202108,none
2855,2026-04-12 13:51:08.12666+02,SIM_WS_normal_day,297,1,884.666642,none
2856,2026-04-12 13:51:39.476418+02,SIM_WS_normal_day,294,2,1025.199352,none
2857,2026-04-12 13:52:21.210146+02,SIM_WS_normal_day,296,3,993.406909,none
2858,2026-04-12 13:52:34.0054+02,SIM_WS_normal_day,300,0,766.151469,none
2859,2026-04-12 13:54:30.683359+02,SIM_WS_normal_day,291,0,1321.663521,none
2860,2026-04-12 13:55:09.425316+02,SIM_WS_normal_day,293,1,1258.857875,none
2861,2026-04-12 13:58:31.167282+02,SIM_WS_normal_day,320,0,283.094105,none
2862,2026-04-12 14:01:18.498781+02,SIM_WS_normal_day,309,0,812.497484,none
2863,2026-04-12 14:01:34.163411+02,SIM_WS_normal_day,311,1,779.243309,none
2864,2026-04-12 14:02:49.503835+02,SIM_WS_normal_day,302,2,1313.136013,none
2865,2026-04-12 14:03:49.576953+02,SIM_WS_normal_day,306,1,1115.871812,none
2866,2026-04-12 14:04:41.307814+02,SIM_WS_normal_day,292,0,1916.499829,none
2867,2026-04-12 14:05:17.39728+02,SIM_WS_normal_day,316,2,798.607458,none
2868,2026-04-12 14:06:31.191014+02,SIM_WS_normal_day,310,0,1110.364959,none
2869,2026-04-12 14:06:36.387463+02,SIM_WS_normal_day,270,1,2876.584387,none
2870,2026-04-12 14:06:53.355777+02,SIM_WS_normal_day,295,3,1933.292116,none
2871,2026-04-12 14:07:30.698743+02,SIM_WS_normal_day,315,2,953.707139,none
2872,2026-04-12 14:08:14.401763+02,SIM_WS_normal_day,318,0,885.870497,none
2873,2026-04-12 14:08:30.26809+02,SIM_WS_normal_day,331,1,476.466565,none
2874,2026-04-12 14:08:38.898584+02,SIM_WS_normal_day,321,3,880.100921,none
2875,2026-04-12 14:09:27.622178+02,SIM_WS_normal_day,308,2,1350.659599,none
2876,2026-04-12 14:10:10.207771+02,SIM_WS_normal_day,329,3,674.83717,none
2877,2026-04-12 14:10:14.536075+02,SIM_WS_normal_day,313,1,1276.846791,none
2878,2026-04-12 14:10:48.784826+02,SIM_WS_normal_day,299,0,1900.611642,none
2879,2026-04-12 14:11:49.994218+02,SIM_WS_normal_day,322,1,1060.059124,none
2880,2026-04-12 14:12:02.810529+02,SIM_WS_normal_day,332,3,675.567964,none
2881,2026-04-12 14:12:04.581615+02,SIM_WS_normal_day,272,2,3102.715984,none
2882,2026-04-12 14:13:37.706677+02,SIM_WS_normal_day,312,2,1494.14023,none
2883,2026-04-12 14:13:43.269258+02,SIM_WS_normal_day,301,0,2025.637161,none
2884,2026-04-12 14:13:47.465331+02,SIM_WS_normal_day,327,1,943.278226,none
2885,2026-04-12 14:14:19.235833+02,SIM_WS_normal_day,314,3,1456.049569,none
2886,2026-04-12 14:15:20.995614+02,SIM_WS_normal_day,325,2,1058.326145,none
2887,2026-04-12 14:15:23.702701+02,SIM_WS_normal_day,340,1,642.082748,none
2888,2026-04-12 14:15:28.542733+02,SIM_WS_normal_day,328,0,1038.930188,none
2889,2026-04-12 14:17:00.928292+02,SIM_WS_normal_day,319,0,1403.155346,none
2890,2026-04-12 14:17:11.775886+02,SIM_WS_normal_day,303,3,2165.715772,none
2891,2026-04-12 14:17:21.907527+02,SIM_WS_normal_day,326,1,1167.995013,none
2892,2026-04-12 14:18:17.279316+02,SIM_WS_normal_day,298,2,2499.153948,none
2893,2026-04-12 14:18:44.204084+02,SIM_WS_normal_day,339,0,850.233946,none
2894,2026-04-12 14:19:05.142132+02,SIM_WS_normal_day,348,3,496.985524,none
2895,2026-04-12 14:20:12.802664+02,SIM_WS_normal_day,285,1,3171.048292,none
2896,2026-04-12 14:20:33.782442+02,SIM_WS_normal_day,338,0,974.938304,none
2897,2026-04-12 14:21:15.861888+02,SIM_WS_normal_day,330,3,1249.015677,none
2898,2026-04-12 14:21:24.723437+02,SIM_WS_normal_day,304,2,2338.529311,none
2899,2026-04-12 14:22:01.249421+02,SIM_WS_normal_day,333,1,1259.436847,none
2900,2026-04-12 14:22:22.455447+02,SIM_WS_normal_day,337,0,1099.878084,none
2901,2026-04-12 14:24:11.473235+02,SIM_WS_normal_day,344,0,935.269139,none
2902,2026-04-12 14:25:40.048476+02,SIM_WS_normal_day,307,1,2415.568479,none
2903,2026-04-12 14:25:42.952029+02,SIM_WS_normal_day,351,2,800.365753,none
2904,2026-04-12 14:25:55.820241+02,SIM_WS_normal_day,346,3,931.025925,none
2905,2026-04-12 14:26:25.12544+02,SIM_WS_normal_day,347,0,948.012873,none
2906,2026-04-12 14:27:22.22766+02,SIM_WS_normal_day,355,2,772.12954,none
2907,2026-04-12 14:27:28.926408+02,SIM_WS_normal_day,342,1,1260.003377,none
2908,2026-04-12 14:27:59.201368+02,SIM_WS_normal_day,341,0,1301.721054,none
2909,2026-04-12 14:29:15.97729+02,SIM_WS_normal_day,350,1,1022.788793,none
2174,2026-04-12 02:59:02.325392+02,SIM_WS_normal_day,1,0,1403.609786,none
2175,2026-04-12 03:01:08.41678+02,SIM_WS_normal_day,2,0,1115.320451,none
2176,2026-04-12 03:06:44.393486+02,SIM_WS_normal_day,3,0,612.292699,none
2177,2026-04-12 03:11:04.847612+02,SIM_WS_normal_day,7,0,508.298929,none
2178,2026-04-12 03:16:06.849207+02,SIM_WS_normal_day,8,0,589.79621,none
2179,2026-04-12 03:19:02.16341+02,SIM_WS_normal_day,9,0,607.756213,none
2180,2026-04-12 03:20:15.299848+02,SIM_WS_normal_day,4,1,1348.624216,none
